"State","CIP","Education level","Population size","ACS n-size","Coverage level","Median"
"DC","55","Bachelor's degree",12454,668,"100.0%",64828.2
"DC","36","Bachelor's degree",1376,73,"100.0%",61887.12
"DC","23","Bachelor's degree",813,40,"100.0%",47457.27
"DC","40","Bachelor's degree",771,46,"100.0%",64406.94
"DC","37","Bachelor's degree",611,21,"100.0%",75632.9
"DC","13","Bachelor's degree",401,28,"100.0%",59057.936
"DC","25","Bachelor's degree",145,6,"100.0%",63276.36
"DC","60","Bachelor's degree",2702,118,"100.0%",55698.408
"DC","48","Bachelor's degree",568,24,"100.0%",70138.736
"DC","50","Bachelor's degree",594,23,"100.0%",77358.9
"DC","34","Bachelor's degree",254,11,"100.0%",49509.696
"DC","49","Bachelor's degree",72,5,"100.0%",75632.9
"DC","26","Bachelor's degree",748,39,"100.0%",59039.695
"DC","11","Bachelor's degree",104,4,"100.0%",56729.86
"DC","64","Bachelor's degree",2007,109,"100.0%",63950.024
"DC","20","Bachelor's degree",206,8,"100.0%",52527.54
"DC","54","Bachelor's degree",471,25,"100.0%",50782.09
"DC","15","Bachelor's degree",592,28,"100.0%",54023.5
"DC","59","Bachelor's degree",39,2,"100.0%",80811.6
"DC","51","Bachelor's degree",21,1,"100.0%",31768.7216
"DC","29","Bachelor's degree",221,12,"100.0%",50507.25
"DC","14","Bachelor's degree",439,22,"100.0%",67494.784
"DC","32","Bachelor's degree",90,4,"100.0%",53672.45
"DC","22","Bachelor's degree",105,4,"100.0%",35655.51
"DC","All","Bachelor's degree",47627,2368,"100.0%",64828.2
"U.S.","52","Bachelor's degree",386397,17092,"100.0%",40254.3375
"U.S.","19","Bachelor's degree",563118,25132,"100.0%",48305.205
"U.S.","24","Bachelor's degree",637124,28408,"100.0%",75141.43
"U.S.","61","Bachelor's degree",632201,27501,"100.0%",52604.052
"U.S.","41","Bachelor's degree",166554,7414,"100.0%",42184.24
"U.S.","33","Bachelor's degree",221143,10183,"100.0%",41129.634
"U.S.","56","Bachelor's degree",35813,1698,"100.0%",70710.15
"U.S.","62","Bachelor's degree",1947830,84997,"100.0%",54023.5
"U.S.","21","Bachelor's degree",378387,16319,"100.0%",68700.736
"U.S.","53","Bachelor's degree",268044,11526,"100.0%",45084.858
"U.S.","55","Bachelor's degree",598601,26887,"100.0%",50621.088
"U.S.","36","Bachelor's degree",312018,14242,"100.0%",44293.452
"U.S.","23","Bachelor's degree",549477,25417,"100.0%",40226.628
"U.S.","40","Bachelor's degree",85492,4001,"100.0%",43218.8
"U.S.","37","Bachelor's degree",80275,3641,"100.0%",54839.512
"U.S.","13","Bachelor's degree",74896,3737,"100.0%",43218.8
"U.S.","25","Bachelor's degree",67417,3030,"100.0%",65659.425
"U.S.","60","Bachelor's degree",551241,25065,"100.0%",40791.062
"U.S.","48","Bachelor's degree",44806,2036,"100.0%",41542.4763
"U.S.","50","Bachelor's degree",171408,6960,"100.0%",49509.696
"U.S.","34","Bachelor's degree",112049,4632,"100.0%",40405.8
"U.S.","49","Bachelor's degree",34717,1722,"100.0%",36911.21
"U.S.","26","Bachelor's degree",65311,3078,"100.0%",42184.24
"U.S.","11","Bachelor's degree",90480,5102,"100.0%",46518.4852
"U.S.","64","Bachelor's degree",146744,6741,"100.0%",43238.846
"U.S.","20","Bachelor's degree",31191,1460,"100.0%",42184.24
"U.S.","54","Bachelor's degree",88444,3737,"100.0%",37132.272
"U.S.","15","Bachelor's degree",29545,1405,"100.0%",43436.235
"U.S.","59","Bachelor's degree",29337,1322,"100.0%",61167.148
"U.S.","51","Bachelor's degree",3421,167,"100.0%",51572.6
"U.S.","29","Bachelor's degree",71058,3339,"100.0%",36497.266
"U.S.","14","Bachelor's degree",55848,2533,"100.0%",54023.5
"U.S.","32","Bachelor's degree",14090,613,"100.0%",42937.96
"U.S.","38","Bachelor's degree",435,18,"100.0%",45456.525
"U.S.","22","Bachelor's degree",18821,706,"100.0%",37570.715
"U.S.","57","Bachelor's degree",4608,186,"100.0%",48999.902
"U.S.","35","Bachelor's degree",728,36,"100.0%",27011.75
"U.S.","All","Bachelor's degree",8569069,382083,"100.0%",49509.696
